번호,개방서비스명,인허가일자,상세영업상태명,폐업일자,사업장명,업태구분명,업종구분
5036,청소년게임제공업,2021-02-05,영업,,우리동네놀이터,,오락
5037,청소년게임제공업,2020-08-25,폐업,2022-09-27,랜덤박스,,오락
5038,청소년게임제공업,2020-01-16,영업,,짱오락실,,오락
5039,체력단련장업,2025-07-18,영업,,피닉스짐,,헬스/체력단련
5040,체력단련장업,2025-07-07,영업,,더 컨트롤 프라이빗 pt,,헬스/체력단련
5041,체력단련장업,2025-04-29,영업,,굿라인짐,,헬스/체력단련
5042,체력단련장업,2025-04-21,영업,,자이로밸런스 PT,,헬스/체력단련
5043,체력단련장업,2025-04-01,영업,,시너지 피트니스 동성로,,헬스/체력단련
5044,체력단련장업,2025-01-13,영업,,더 밸런스 PT 스튜디오,,헬스/체력단련
5045,체력단련장업,2024-11-22,영업,,포에버짐 달성,,헬스/체력단련
5046,체력단련장업,2024-09-19,영업,,브이아이핏,,헬스/체력단련
5047,체력단련장업,2024-08-12,영업,,디짐(남산점),,헬스/체력단련
5048,체력단련장업,2024-08-12,영업,,저스트짐,,헬스/체력단련
5049,체력단련장업,2024-07-16,영업,,레드짐반월당점,,헬스/체력단련
5050,체력단련장업,2024-07-04,영업,,채(CheaP.Tx)메루치양식장 대구점,,헬스/체력단련
5051,체력단련장업,2024-03-06,영업,,크로스핏,,헬스/체력단련
5052,체력단련장업,2024-03-05,영업,,수핏 피티 앤 필라테스,,헬스/체력단련
5053,체력단련장업,2024-02-21,폐업,2024-12-26,힙앤백 PT샵,,헬스/체력단련
5054,체력단련장업,2024-01-31,영업,,마이핏,,헬스/체력단련
5055,체력단련장업,2024-01-26,영업,,원더스,,헬스/체력단련
5056,체력단련장업,2024-01-23,영업,,플러스짐,,헬스/체력단련
5057,체력단련장업,2024-01-09,영업,,드래곤 파라다이스 짐,,헬스/체력단련
5058,체력단련장업,2023-12-22,영업,,비비웰니스,,헬스/체력단련
5059,체력단련장업,2023-12-19,영업,,피트온24,,헬스/체력단련
5060,체력단련장업,2023-12-11,영업,,하노버 메디칼 운동센터,,헬스/체력단련
5061,체력단련장업,2023-12-08,영업,,피닉스짐,,헬스/체력단련
5062,체력단련장업,2022-07-08,영업,,곧디짐,,헬스/체력단련
5063,체력단련장업,2022-06-20,폐업,2023-09-08,짐브로스,,헬스/체력단련
5064,체력단련장업,2022-05-19,영업,,어썸핏 지비,,헬스/체력단련
5065,체력단련장업,2022-04-14,폐업,2024-01-22,대봉PT,,헬스/체력단련
5066,체력단련장업,2022-03-02,영업,,어퍼모스트,,헬스/체력단련
5067,체력단련장업,2021-11-19,영업,,무브컨트롤 트레이닝센터,,헬스/체력단련
5068,체력단련장업,2021-10-19,영업,,한국맥시멈체력센터,,헬스/체력단련
5069,체력단련장업,2021-09-13,영업,,짐홀릭,,헬스/체력단련
5070,체력단련장업,2021-09-09,영업,,젠코어필라테스,,헬스/체력단련
5071,체력단련장업,2021-07-13,영업,,레온짐,,헬스/체력단련
5072,체력단련장업,2021-01-27,폐업,2023-08-08,TREX 트레이닝센터,,헬스/체력단련
5073,체력단련장업,2020-02-06,영업,,강산스파헬스,,헬스/체력단련
5074,체육도장업,2025-06-27,영업,,해찬키즈태권도장,태권도,헬스/체력단련
5075,체육도장업,2024-12-04,영업,,국가대표 영웅 태권도,태권도,헬스/체력단련
5076,체육도장업,2024-07-04,영업,,수창태극태권도장,태권도,헬스/체력단련
5077,체육도장업,2024-03-14,영업,,정일복싱 2호점,권투,헬스/체력단련
5078,체육도장업,2024-01-12,영업,,남산 길라잡이2 태권도장,태권도,헬스/체력단련
5079,체육도장업,2023-07-24,영업,,히트 태권도,태권도,헬스/체력단련
5080,체육도장업,2022-05-16,영업,,정일복싱,권투,헬스/체력단련
5081,체육도장업,2021-08-27,영업,,퍼포먼스 디자인 태권PD 태권도장,태권도,헬스/체력단련
5082,체육도장업,2021-08-25,영업,,남산 길라잡이 태권도장,태권도,헬스/체력단련
5083,체육도장업,2020-06-22,영업,,정기관 총본부도장,합기도,헬스/체력단련
5084,체육도장업,2020-02-25,영업,,팀매드 대구 최두호짐,권투,헬스/체력단련
5085,체육도장업,2020-02-05,영업,,파이널 멀티짐 대구 명덕점,유도,헬스/체력단련
5086,축산판매업,2025-01-03,영업,,우리축산,식육판매업,축산/정육점
5087,축산판매업,2024-12-24,영업,,주식회사 대패마켙,축산물유통전문판매업,축산/정육점
5088,축산판매업,2024-12-13,영업,,청가람 스마트팜,식용란수집판매업,축산/정육점
5089,축산판매업,2024-10-29,영업,,생생금옥,축산물유통전문판매업,축산/정육점
5090,축산판매업,2024-08-27,폐업,2025-01-24,착한아들축산,식육판매업,축산/정육점
5091,축산판매업,2024-08-19,영업,,미트밀리 반월당역점,식육판매업,축산/정육점
5092,축산판매업,2024-08-14,영업,,상철농장,식육판매업,축산/정육점
5093,축산판매업,2024-06-13,폐업,2025-02-17,욱계식품,식육판매업,축산/정육점
5094,축산판매업,2024-06-11,영업,,호두가,축산물유통전문판매업,축산/정육점
5095,축산판매업,2024-02-29,영업,,(주)애요유통,축산물유통전문판매업,축산/정육점
5096,축산판매업,2024-01-16,영업,,카이스미트샵,축산물유통전문판매업,축산/정육점
5097,축산판매업,2023-11-08,영업,,윤씨닭집,식육판매업,축산/정육점
5098,축산판매업,2023-07-20,영업,,오티엠(otm),축산물유통전문판매업,축산/정육점
5099,축산판매업,2023-06-16,폐업,2024-10-14,라이크디즈,축산물유통전문판매업,축산/정육점
5100,축산판매업,2023-05-25,영업,,동인식육식당,식육판매업,축산/정육점
5101,축산판매업,2023-04-25,영업,,롯데쇼핑(주) 롯데슈퍼 남산점,식육판매업,축산/정육점
5102,축산판매업,2023-03-24,영업,,경북남서유통,우유류판매업,축산/정육점
5103,축산판매업,2023-03-15,영업,,주식회사꿀맛에프엔비,축산물유통전문판매업,축산/정육점
5104,축산판매업,2023-03-06,영업,,프레스코컴퍼니,축산물유통전문판매업,축산/정육점
5105,축산판매업,2023-02-27,영업,,임한우,식육판매업,축산/정육점
5106,축산판매업,2023-02-20,영업,,이베너차,축산물유통전문판매업,축산/정육점
5107,축산판매업,2022-12-30,영업,,1시간마트정육2호점,식육판매업,축산/정육점
5108,축산판매업,2022-12-15,영업,,형제닭집,식육판매업,축산/정육점
5109,축산판매업,2022-09-27,영업,,대박축산,식육판매업,축산/정육점
5110,축산판매업,2022-07-01,영업,,웰푸드,축산물유통전문판매업,축산/정육점
5111,축산판매업,2021-12-27,영업,,(주)만재푸드,식육판매업,축산/정육점
5112,축산판매업,2021-12-21,폐업,2024-04-23,삼(三)촌 1982,축산물유통전문판매업,축산/정육점
5113,축산판매업,2021-12-10,영업,,번티스테이크(Burn T steak),식육판매업,축산/정육점
5114,축산판매업,2021-12-10,영업,,오늘도 한우 대봉점,식육판매업,축산/정육점
5115,축산판매업,2021-09-17,영업,,더블유에프앤비,축산물유통전문판매업,축산/정육점
5116,축산판매업,2021-09-07,영업,,조양에프앤비홀딩스,식육판매업,축산/정육점
5117,축산판매업,2021-09-03,영업,,진우상사,식육판매업,축산/정육점
5118,축산판매업,2021-04-20,영업,,파스퇴르수성유통대리점,우유류판매업,축산/정육점
5119,축산판매업,2021-04-07,영업,,(주)미원건업대구지점,식육판매업,축산/정육점
5120,축산판매업,2021-04-05,영업,,고기를담다,식육판매업,축산/정육점
5121,축산판매업,2021-03-25,영업,,최고집,식육판매업,축산/정육점
5122,축산판매업,2020-01-21,영업,,(주)해전푸드,축산물유통전문판매업,축산/정육점
5123,축산판매업,2020-01-21,영업,,(주)해전푸드,식육부산물전문판매업,축산/정육점
5124,한옥체험업,2024-12-26,영업,,원향펜션 대구삼덕점,,숙박업
5125,한옥체험업,2024-09-04,영업,,"한옥, 만월",,숙박업
5126,한옥체험업,2023-12-28,영업,,대봉별채,,숙박업
5127,한옥체험업,2023-07-05,영업,,여주현_감성독채한옥숙소,,숙박업
5128,한옥체험업,2023-06-28,영업,,스테이올라,,숙박업
5129,한옥체험업,2023-04-12,영업,,모가,,숙박업
5130,한옥체험업,2022-12-23,폐업,2023-05-17,한옥스테이 달성,,숙박업
5131,한옥체험업,2022-12-15,영업,,한옥1942,,숙박업
5132,한옥체험업,2022-11-02,영업,,스테이 너와,,숙박업
5133,한옥체험업,2022-03-28,영업,,애가,,숙박업
5134,한옥체험업,2022-01-17,영업,,Stay지안,,숙박업
5135,한옥체험업,2020-03-13,영업,,퍼센트17-7,,숙박업
5136,휴게음식점,2025-07-24,영업,,화전리 제빵소,백화점,카페/제과제빵
5138,휴게음식점,2025-07-21,영업,,지에스(GS)25  대구역자이점,편의점,편의점
5139,휴게음식점,2025-07-18,영업,,슈슈 크레페,백화점,카페/제과제빵
5140,휴게음식점,2025-07-18,영업,,고관 명물 꽈배기방,백화점,분식
5142,휴게음식점,2025-07-14,영업,,대구어묵전문점,일반조리판매,분식
5143,휴게음식점,2025-07-14,영업,,루브제2,커피숍,카페/제과제빵
5146,휴게음식점,2025-07-11,폐업,2025-07-17,노배드바이브스(NO BAD VIBES),백화점,주점
5147,휴게음식점,2025-07-10,영업,,루나파이,기타 휴게음식점,카페/제과제빵
5148,휴게음식점,2025-07-10,영업,,로그랩(LOG LAB),커피숍,카페/제과제빵
5150,휴게음식점,2025-07-08,영업,,큐피드,커피숍,카페/제과제빵
5151,휴게음식점,2025-07-04,영업,,이너프(enough),일반조리판매,카페/제과제빵
5154,휴게음식점,2025-07-01,영업,,그레이핍플 봉산문화길점,커피숍,카페/제과제빵
5155,휴게음식점,2025-07-01,폐업,2025-07-10,(주)갑성,기타 휴게음식점,기타
5157,휴게음식점,2025-06-30,폐업,2025-07-10,함께가는여인들,기타 휴게음식점,한식
5158,휴게음식점,2025-06-27,영업,,차당,커피숍,카페/제과제빵
5159,휴게음식점,2025-06-26,영업,,여름다방,커피숍,카페/제과제빵
5161,휴게음식점,2025-06-25,폐업,2025-07-17,체리청과,기타 휴게음식점,기타
5162,휴게음식점,2025-06-24,영업,,펄버커피(FERVOR COFFEE),커피숍,카페/제과제빵
5165,휴게음식점,2025-06-20,영업,,달성마차,기타 휴게음식점,주점
5166,휴게음식점,2025-06-20,영업,,반반막창,기타 휴게음식점,주점
5167,휴게음식점,2025-06-18,영업,,파머스포케 대구반월당역점,일반조리판매,양식
5168,휴게음식점,2025-06-18,영업,,나이스 구스(Nice goose),커피숍,카페/제과제빵
5170,휴게음식점,2025-06-17,영업,,에이스테크놀러지,기타 휴게음식점,기타
5171,휴게음식점,2025-06-17,영업,,카페서문,커피숍,카페/제과제빵
5172,휴게음식점,2025-06-17,영업,,십 바이 십 커피(SIP BY SIP COFFEE),커피숍,카페/제과제빵
5173,휴게음식점,2025-06-17,폐업,2025-06-26,화전리 제빵소,백화점,카페/제과제빵
5174,휴게음식점,2025-06-16,영업,,봉구스밥버거 동성로점,패스트푸드,분식
5175,휴게음식점,2025-06-16,영업,,프릇 줍,기타 휴게음식점,카페/제과제빵
5176,휴게음식점,2025-06-12,폐업,2025-06-26,슈슈 크레페,백화점,카페/제과제빵
5177,휴게음식점,2025-06-11,영업,,샐러리아(SALARIA) 대구중구점,기타 휴게음식점,양식
5179,휴게음식점,2025-06-10,영업,,올데이 버거,패스트푸드,양식
5180,휴게음식점,2025-06-10,영업,,하삼동커피 대구교동점,커피숍,카페/제과제빵
5182,휴게음식점,2025-06-05,영업,,쉼,커피숍,카페/제과제빵
5184,휴게음식점,2025-06-04,영업,,산타커피,커피숍,카페/제과제빵
5186,휴게음식점,2025-06-04,폐업,2025-06-12,미르에프엔비,백화점,기타
5187,휴게음식점,2025-06-04,폐업,2025-06-07,요미학(yummyology),기타 휴게음식점,한식
5188,휴게음식점,2025-06-02,영업,,안녕타코야끼,기타 휴게음식점,분식
5189,휴게음식점,2025-06-02,영업,,마실김밥 4호점,일반조리판매,분식
5190,휴게음식점,2025-06-02,영업,,더벤티 동인칸타빌점,커피숍,카페/제과제빵
5191,휴게음식점,2025-05-30,영업,,랍스타치즈구이,기타 휴게음식점,양식
5192,휴게음식점,2025-05-29,폐업,2025-06-05,마이워킹랩,백화점,기타
5193,휴게음식점,2025-05-28,영업,,카페 소야(CAFE SOYA),커피숍,카페/제과제빵
5194,휴게음식점,2025-05-27,영업,,카페에이치(현대백화점 더현대대구),커피숍,카페/제과제빵
5197,휴게음식점,2025-05-21,영업,,씨유 삼덕대로점,편의점,편의점
5198,휴게음식점,2025-05-20,영업,,온니케키(only cakie),기타 휴게음식점,카페/제과제빵
5199,휴게음식점,2025-05-20,영업,,스타벅스 대구역,커피숍,카페/제과제빵
5201,휴게음식점,2025-05-19,영업,,헤아커피(HEA),기타 휴게음식점,카페/제과제빵
5202,휴게음식점,2025-05-19,영업,,뽀유베이크,기타 휴게음식점,카페/제과제빵
5205,휴게음식점,2025-05-16,영업,,코이(koi),커피숍,카페/제과제빵
5206,휴게음식점,2025-05-13,영업,,하이 그릭,기타 휴게음식점,카페/제과제빵
5207,휴게음식점,2025-05-13,폐업,2025-05-22,태양식품,기타 휴게음식점,기타
5210,휴게음식점,2025-05-09,영업,,1964,커피숍,카페/제과제빵
5212,휴게음식점,2025-05-08,폐업,2025-05-11,강릉달떡젤라또,기타 휴게음식점,카페/제과제빵
5215,휴게음식점,2025-05-02,폐업,2025-05-05,쌔틀(SATL),기타 휴게음식점,카페/제과제빵
5216,휴게음식점,2025-05-02,폐업,2025-05-11,쌔틀(SATL),기타 휴게음식점,카페/제과제빵
5222,휴게음식점,2025-04-30,영업,,오루프(orf),커피숍,카페/제과제빵
5223,휴게음식점,2025-04-30,영업,,이디야커피 대구국채보상로점,커피숍,카페/제과제빵
5226,휴게음식점,2025-04-28,영업,,무헤이,기타 휴게음식점,기타
5227,휴게음식점,2025-04-28,영업,,푸테카(Puteka),아이스크림,카페/제과제빵
5230,휴게음식점,2025-04-24,영업,,커피파이브,커피숍,카페/제과제빵
5232,휴게음식점,2025-04-22,영업,,세븐일레븐 대구대봉이다음점,편의점,편의점
5233,휴게음식점,2025-04-22,폐업,2025-05-27,어거스트,기타 휴게음식점,카페/제과제빵
5237,휴게음식점,2025-04-15,영업,,예가 잔치국수,기타 휴게음식점,한식
5238,휴게음식점,2025-04-15,영업,,프로포르(propor),커피숍,카페/제과제빵
5239,휴게음식점,2025-04-15,폐업,2025-04-24,동원산업(주),백화점,기타
5241,휴게음식점,2025-04-10,영업,,마마다이닝,일반조리판매,일식
5244,휴게음식점,2025-04-03,영업,,송사부수제쌀고로케동아쇼핑점,기타 휴게음식점,분식
5245,휴게음식점,2025-04-02,영업,,빽다방 대구서문시장점,기타 휴게음식점,카페/제과제빵
5246,휴게음식점,2025-04-01,영업,,몬스터커피 대구봉리단길점,커피숍,카페/제과제빵
5247,휴게음식점,2025-04-01,영업,,넌테이블(nontable) 대구시청점,커피숍,카페/제과제빵
5249,휴게음식점,2025-03-31,폐업,2025-04-23,남산케이크,기타 휴게음식점,카페/제과제빵
5250,휴게음식점,2025-03-31,폐업,2025-06-30,스탠다드 번(STANDARD BUN),기타 휴게음식점,양식
5251,휴게음식점,2025-03-31,폐업,2025-04-30,스위트젠,백화점,카페/제과제빵
5252,휴게음식점,2025-03-28,폐업,2025-04-30,요거트월드,백화점,카페/제과제빵
5254,휴게음식점,2025-03-25,영업,,러브앤레이어스,커피숍,카페/제과제빵
5255,휴게음식점,2025-03-25,폐업,2025-04-20,블랙로드 커피,커피숍,카페/제과제빵
5256,휴게음식점,2025-03-24,영업,,서울만두 더현대 대구점,백화점,분식
5257,휴게음식점,2025-03-24,영업,,삼청당 더현대 대구점,백화점,분식
5258,휴게음식점,2025-03-24,영업,,어묵다움,기타 휴게음식점,분식
5260,휴게음식점,2025-03-20,영업,,카페 와엔드,기타 휴게음식점,카페/제과제빵
5261,휴게음식점,2025-03-20,영업,,씨유 동성로SK리더스뷰,편의점,편의점
5262,휴게음식점,2025-03-20,폐업,2025-05-09,몽실,기타 휴게음식점,카페/제과제빵
5263,휴게음식점,2025-03-19,폐업,2025-03-27,스트릿캔 신림점,백화점,카페/제과제빵
5264,휴게음식점,2025-03-19,폐업,2025-03-27,다이버츄,기타 휴게음식점,카페/제과제빵
5265,휴게음식점,2025-03-18,폐업,2025-03-20,십리곳,백화점,카페/제과제빵
5267,휴게음식점,2025-03-17,영업,,르폴뒤,기타 휴게음식점,카페/제과제빵
5268,휴게음식점,2025-03-17,영업,,호미미케이크(HO.ME.ME),기타 휴게음식점,카페/제과제빵
5269,휴게음식점,2025-03-17,폐업,2025-03-27,미니번 팩토리,백화점,카페/제과제빵
5270,휴게음식점,2025-03-14,영업,,라이프 앤 커피,커피숍,카페/제과제빵
5271,휴게음식점,2025-03-13,영업,,차돌한치 야끼소바,기타 휴게음식점,일식
5272,휴게음식점,2025-03-13,영업,,꽃게버터구이,기타 휴게음식점,주점
5273,휴게음식점,2025-03-13,영업,,팔천순대,푸드트럭,분식
5274,휴게음식점,2025-03-13,영업,,디오명가,푸드트럭,기타
5275,휴게음식점,2025-03-13,영업,,더 스테이크,기타 휴게음식점,주점
5276,휴게음식점,2025-03-13,영업,,민스비비큐,푸드트럭,양식
5277,휴게음식점,2025-03-12,영업,,캬베츠야끼,기타 휴게음식점,일식
5278,휴게음식점,2025-03-12,영업,,염통꼬치,기타 휴게음식점,분식
5279,휴게음식점,2025-03-12,영업,,바바라,푸드트럭,카페/제과제빵
5280,휴게음식점,2025-03-12,영업,,타코야끼,기타 휴게음식점,분식
5281,휴게음식점,2025-03-12,영업,,츄러스앤군밤,푸드트럭,분식
5282,휴게음식점,2025-03-12,영업,,유린기마켓,기타 휴게음식점,중식
5283,휴게음식점,2025-03-11,영업,,우야누,기타 휴게음식점,고기집
5284,휴게음식점,2025-03-11,영업,,회오리감자,기타 휴게음식점,분식
5285,휴게음식점,2025-03-11,영업,,마이어묵,일반조리판매,분식
5286,휴게음식점,2025-03-11,영업,,스테이크새우꼬지,기타 휴게음식점,분식
5287,휴게음식점,2025-03-11,영업,,미스터 남천꼬치,기타 휴게음식점,주점
5288,휴게음식점,2025-03-11,영업,,삼겹야채뚱말이,기타 휴게음식점,분식
5289,휴게음식점,2025-03-11,영업,,테바교자,기타 휴게음식점,주점
5290,휴게음식점,2025-03-11,영업,,차돌박이야끼소바,기타 휴게음식점,일식
5291,휴게음식점,2025-03-11,영업,,민이네,기타 휴게음식점,분식
5292,휴게음식점,2025-03-11,영업,,신천황제 떡볶이,기타 휴게음식점,분식
5293,휴게음식점,2025-03-10,영업,,밀커피스탠드(Mill Coffee Stand),커피숍,카페/제과제빵
5294,휴게음식점,2025-03-10,영업,,팟타이,기타 휴게음식점,기타
5295,휴게음식점,2025-03-10,영업,,홍콩에그와플,기타 휴게음식점,카페/제과제빵
5296,휴게음식점,2025-03-10,영업,,소고기직화초밥,기타 휴게음식점,일식
5297,휴게음식점,2025-03-10,영업,,오육전,기타 휴게음식점,한식
5298,휴게음식점,2025-03-10,영업,,소고기볶음면,기타 휴게음식점,분식
5299,휴게음식점,2025-03-10,영업,,이모네막창,기타 휴게음식점,고기집
5300,휴게음식점,2025-03-06,영업,,송커피,커피숍,카페/제과제빵
5301,휴게음식점,2025-03-06,영업,,놀스,커피숍,카페/제과제빵
5302,휴게음식점,2025-03-06,폐업,2025-03-13,다이버츄,백화점,카페/제과제빵
5303,휴게음식점,2025-03-05,영업,,프론다커피바,커피숍,카페/제과제빵
5304,휴게음식점,2025-03-05,영업,,리프온립(Leaf on lip),커피숍,카페/제과제빵
5305,휴게음식점,2025-03-05,폐업,2025-03-13,담초,백화점,카페/제과제빵
5306,휴게음식점,2025-02-28,폐업,2025-03-14,해오름 델리푸드,백화점,양식
5307,휴게음식점,2025-02-26,영업,,세븐일레븐 대구중구본점,편의점,편의점
5309,휴게음식점,2025-02-24,영업,,갤러리카페,커피숍,카페/제과제빵
5310,휴게음식점,2025-02-24,폐업,2025-03-06,어묵방앗간 & 수제핫도그,백화점,분식
5313,휴게음식점,2025-02-21,영업,,카페 레이어(Cafe Layer),커피숍,카페/제과제빵
5314,휴게음식점,2025-02-20,영업,,요거피플 반월당점,커피숍,카페/제과제빵
5316,휴게음식점,2025-02-19,영업,,카페스마일(cafe smile),커피숍,카페/제과제빵
5317,휴게음식점,2025-02-19,영업,,더리터(THE LITER),커피숍,카페/제과제빵
5319,휴게음식점,2025-02-12,폐업,2025-05-12,투고(ToGo),패스트푸드,양식
5320,휴게음식점,2025-02-11,영업,,빵관심,기타 휴게음식점,카페/제과제빵
5322,휴게음식점,2025-02-07,폐업,2025-03-06,모찌고,백화점,카페/제과제빵
5323,휴게음식점,2025-02-06,영업,,배스킨라빈스 대구달성공원역점,아이스크림,카페/제과제빵
5324,휴게음식점,2025-02-05,영업,,찰리탱고 에디션(CTE),커피숍,카페/제과제빵
5325,휴게음식점,2025-02-05,폐업,2025-02-13,그래도 베이커리,기타 휴게음식점,카페/제과제빵
5327,휴게음식점,2025-02-04,영업,,멀티커피 중앙로점,커피숍,카페/제과제빵
5329,휴게음식점,2025-02-03,영업,,스토리100(STORY100),커피숍,카페/제과제빵
5330,휴게음식점,2025-02-03,폐업,2025-02-13,미르에프엔비,백화점,기타
5332,휴게음식점,2025-01-24,영업,,쿠키시그널,기타 휴게음식점,카페/제과제빵
5333,휴게음식점,2025-01-24,영업,,소울트랩(SOULT LAB),커피숍,카페/제과제빵
5336,휴게음식점,2025-01-21,폐업,2025-02-28,떡만드는 앙드레,기타 휴게음식점,카페/제과제빵
5339,휴게음식점,2025-01-17,폐업,2025-02-07,서문 수제비,백화점,한식
5341,휴게음식점,2025-01-15,영업,,달롱도르 요거트 아이스크림 대구역점,아이스크림,카페/제과제빵
5344,휴게음식점,2025-01-14,폐업,2025-01-23,어묵방앗간 & 수제핫도그,백화점,분식
5345,휴게음식점,2025-01-13,영업,,미록,커피숍,카페/제과제빵
5346,휴게음식점,2025-01-13,폐업,2025-01-27,함께가는여인들,백화점,한식
5347,휴게음식점,2025-01-10,영업,,필인커피(FILLIN COFFEE),커피숍,카페/제과제빵
5348,휴게음식점,2025-01-07,영업,,영커피 대구반월당점,커피숍,카페/제과제빵
5349,휴게음식점,2025-01-07,영업,,멀티커피 교동점,커피숍,카페/제과제빵
5350,휴게음식점,2025-01-06,영업,,홍대김밥,일반조리판매,분식
5351,휴게음식점,2025-01-06,폐업,2025-01-30,해오름 델리푸드,백화점,양식
5353,휴게음식점,2025-01-03,영업,,봄채향,백화점,한식
5354,휴게음식점,2025-01-03,영업,,달인대보칼국수 동아백화점쇼핑점,일반조리판매,한식
5355,휴게음식점,2025-01-02,영업,,벨케이커리 하우스,기타 휴게음식점,카페/제과제빵
5360,휴게음식점,2024-12-24,폐업,2025-01-02,(주)제이와이에스유통,백화점,기타
5361,휴게음식점,2024-12-23,영업,,고망고 대구동아쇼핑점,기타 휴게음식점,카페/제과제빵
5362,휴게음식점,2024-12-23,폐업,2024-12-30,키오키(kioki),기타 휴게음식점,카페/제과제빵
5365,휴게음식점,2024-12-20,폐업,2024-12-26,서울키친(어랑사랑),백화점,한식
5366,휴게음식점,2024-12-19,영업,,지에스(GS)25 대구건들바위역점,편의점,편의점
5368,휴게음식점,2024-12-16,폐업,2024-12-25,그래요거,백화점,카페/제과제빵
5369,휴게음식점,2024-12-12,영업,,지에스(GS)25 대구행복기숙사점,편의점,편의점
5370,휴게음식점,2024-12-12,영업,,꾸우밍,커피숍,카페/제과제빵
5371,휴게음식점,2024-12-11,영업,,찐덥다,아이스크림,카페/제과제빵
5372,휴게음식점,2024-12-11,영업,,찐덥다 대백프라자점,아이스크림,카페/제과제빵
5374,휴게음식점,2024-12-09,영업,,도너츠전문점 칠성명가,기타 휴게음식점,카페/제과제빵
5376,휴게음식점,2024-12-05,영업,,이디야커피 서문시장점,커피숍,카페/제과제빵
5377,휴게음식점,2024-12-03,영업,,붕그레,기타 휴게음식점,분식
5379,휴게음식점,2024-12-02,영업,,잔상화,커피숍,카페/제과제빵
5380,휴게음식점,2024-11-28,영업,,클럽아몬,커피숍,카페/제과제빵
5381,휴게음식점,2024-11-28,영업,,컴포즈커피(COMPOSE COFFEE) 대구봉리단길점,커피숍,카페/제과제빵
5382,휴게음식점,2024-11-28,폐업,2024-12-05,(주)테라도스,백화점,기타
5385,휴게음식점,2024-11-26,영업,,텐퍼센트커피 엔에스타워 동성로점,커피숍,카페/제과제빵
5387,휴게음식점,2024-11-21,폐업,2024-11-23,교토푸딩,기타 휴게음식점,카페/제과제빵
5388,휴게음식점,2024-11-20,영업,,리터킹 명덕직영점,커피숍,카페/제과제빵
5389,휴게음식점,2024-11-20,폐업,2025-06-20,달성마차,일반조리판매,주점
5391,휴게음식점,2024-11-19,폐업,2024-11-23,쌔틀(SATL),기타 휴게음식점,카페/제과제빵
5394,휴게음식점,2024-11-14,영업,,지에스(GS)25 중앙로역푸르지오점,편의점,편의점
5398,휴게음식점,2024-11-11,폐업,2025-04-01,본(boon)식품,백화점,기타
5400,휴게음식점,2024-11-05,영업,,빽다방 대구으뜸병원점,커피숍,카페/제과제빵
5401,휴게음식점,2024-11-04,영업,,삡 케이크 하우스,커피숍,카페/제과제빵
5402,휴게음식점,2024-11-04,폐업,2025-05-12,보노베리,백화점,카페/제과제빵
5404,휴게음식점,2024-10-30,영업,,세븐일레븐 대구삼덕중앙점,편의점,편의점
5405,휴게음식점,2024-10-30,영업,,교동분식,일반조리판매,분식
5406,휴게음식점,2024-10-29,영업,,호이안(HOIAN),커피숍,카페/제과제빵
5408,휴게음식점,2024-10-28,영업,,패트릭커피하우스,커피숍,카페/제과제빵
5411,휴게음식점,2024-10-28,폐업,2025-03-06,간식대학 본점,일반조리판매,분식
5412,휴게음식점,2024-10-24,영업,,남산분식,일반조리판매,분식
5414,휴게음식점,2024-10-23,영업,,유아이유 경상감영점,커피숍,카페/제과제빵
5417,휴게음식점,2024-10-18,영업,,요아정 대구 반고개역점,아이스크림,카페/제과제빵
5419,휴게음식점,2024-10-16,영업,,리터킹 삼덕점,커피숍,카페/제과제빵
5420,휴게음식점,2024-10-16,영업,,트로피티아일랜드 대구동성로점,기타 휴게음식점,카페/제과제빵
5421,휴게음식점,2024-10-16,영업,,앙금피다,기타 휴게음식점,카페/제과제빵
5422,휴게음식점,2024-10-15,영업,,우리가 바라는,커피숍,카페/제과제빵
5423,휴게음식점,2024-10-15,영업,,잔걸음,커피숍,카페/제과제빵
5424,휴게음식점,2024-10-14,영업,,화이트리에 청라언덕,커피숍,카페/제과제빵
5425,휴게음식점,2024-10-14,영업,,하삼동커피 경대병원점,커피숍,카페/제과제빵
5426,휴게음식점,2024-10-11,영업,,씨유 달성공원역점,편의점,편의점
5428,휴게음식점,2024-10-08,영업,,통통디저트,푸드트럭,카페/제과제빵
5431,휴게음식점,2024-10-04,폐업,2024-10-17,가마쿠라,백화점,일식
5433,휴게음식점,2024-09-30,영업,,요거트아이스크림의정석(달성공원역점),기타 휴게음식점,카페/제과제빵
5435,휴게음식점,2024-09-25,폐업,2024-10-24,다이버츄,백화점,카페/제과제빵
5437,휴게음식점,2024-09-24,영업,,사이즈업커피(SIZEUP COFFEE),커피숍,카페/제과제빵
5438,휴게음식점,2024-09-24,영업,,지에스25 반월중앙점,편의점,편의점
5440,휴게음식점,2024-09-23,영업,,하린커피(HARIN COFFEE),커피숍,카페/제과제빵
5441,휴게음식점,2024-09-23,폐업,2025-03-31,두유노 요거트,기타 휴게음식점,카페/제과제빵
5443,휴게음식점,2024-09-13,영업,,또오새우,즉석판매제조가공업,기타
5445,휴게음식점,2024-09-11,영업,,얼라이브커피샵,커피숍,카페/제과제빵
5450,휴게음식점,2024-09-05,폐업,2024-09-12,휴게음식점,백화점,분식
