번호,개방서비스명,인허가일자,상세영업상태명,폐업일자,사업장명,업태구분명,업종구분
2,건강기능식품일반판매업,2025-07-22,영업,,쇼핑하자,,건강기능식품일반판매업
3,건강기능식품일반판매업,2025-07-22,영업,,반월당건기능식품몰,,건강기능식품일반판매업
11,건강기능식품일반판매업,2025-07-08,폐업,2025-07-17,마이메이트,,건강기능식품일반판매업
19,건강기능식품일반판매업,2025-07-07,영업,,다이소 대구신남역점,,건강기능식품일반판매업
26,건강기능식품일반판매업,2025-06-24,영업,,다이클로 도원힐스테이트점,,건강기능식품일반판매업
27,건강기능식품일반판매업,2025-06-23,영업,,오에스다마,,건강기능식품일반판매업
29,건강기능식품일반판매업,2025-06-17,영업,,다이소 대구반월당환승역점,,건강기능식품일반판매업
30,건강기능식품일반판매업,2025-06-17,영업,,다이소 대구중앙로점,,건강기능식품일반판매업
31,건강기능식품일반판매업,2025-06-13,영업,,올바름,,건강기능식품일반판매업
34,건강기능식품일반판매업,2025-06-04,영업,,주식회사 모두모아,,건강기능식품일반판매업
35,건강기능식품일반판매업,2025-06-02,영업,,워아이니코리아,,건강기능식품일반판매업
38,건강기능식품일반판매업,2025-05-23,영업,,다이소 대구동성로본점,,건강기능식품일반판매업
40,건강기능식품일반판매업,2025-05-22,영업,,아이언라이트 코퍼레이션,,건강기능식품일반판매업
42,건강기능식품일반판매업,2025-05-16,영업,,알토스피플,,건강기능식품일반판매업
43,건강기능식품일반판매업,2025-05-13,영업,,빅토리컴퍼니,,건강기능식품일반판매업
44,건강기능식품일반판매업,2025-05-08,영업,,건다움,,건강기능식품일반판매업
45,건강기능식품일반판매업,2025-05-01,영업,,디원마케팅,,건강기능식품일반판매업
46,건강기능식품일반판매업,2025-04-22,영업,,션샤인컴퍼니,,건강기능식품일반판매업
47,건강기능식품일반판매업,2025-04-21,영업,,금산 홍삼,,건강기능식품일반판매업
48,건강기능식품일반판매업,2025-04-03,폐업,2025-06-12,더나은건강,,건강기능식품일반판매업
49,건강기능식품일반판매업,2025-03-28,영업,,해그린소아청소년과의원,,건강기능식품일반판매업
50,건강기능식품일반판매업,2025-03-25,영업,,더베스트,,건강기능식품일반판매업
51,건강기능식품일반판매업,2025-03-13,영업,,삼덕정형웰빙,,건강기능식품일반판매업
52,건강기능식품일반판매업,2025-03-04,영업,,자연록,,건강기능식품일반판매업
53,건강기능식품일반판매업,2025-02-26,영업,,미르라운지,,건강기능식품일반판매업
54,건강기능식품일반판매업,2025-02-25,영업,,디이스트,,건강기능식품일반판매업
55,건강기능식품일반판매업,2025-02-24,영업,,봉봉다락방,,건강기능식품일반판매업
56,건강기능식품일반판매업,2025-02-21,영업,,커스텀루,,건강기능식품일반판매업
57,건강기능식품일반판매업,2025-02-20,영업,,더건강,,건강기능식품일반판매업
58,건강기능식품일반판매업,2025-02-17,폐업,2025-04-24,엄마손의료기,,건강기능식품일반판매업
59,건강기능식품일반판매업,2025-02-12,영업,,이쁜토끼,,건강기능식품일반판매업
60,건강기능식품일반판매업,2025-02-10,영업,,성일상사,,건강기능식품일반판매업
61,건강기능식품일반판매업,2025-02-03,영업,,미앤온,,건강기능식품일반판매업
62,건강기능식품일반판매업,2025-01-31,폐업,2025-07-07,두현마켓,,건강기능식품일반판매업
63,건강기능식품일반판매업,2025-01-31,폐업,2025-03-20,메디팜스토리,,건강기능식품일반판매업
64,건강기능식품일반판매업,2025-01-21,영업,,온누리헬스케어,,건강기능식품일반판매업
65,건강기능식품일반판매업,2025-01-13,영업,,서이유통,,건강기능식품일반판매업
66,건강기능식품일반판매업,2025-01-09,영업,,바이오스탠스,,건강기능식품일반판매업
67,건강기능식품일반판매업,2025-01-08,폐업,2025-03-05,로니컴퍼니,,건강기능식품일반판매업
68,건강기능식품일반판매업,2025-01-06,영업,,은혜화장품,,건강기능식품일반판매업
69,건강기능식품일반판매업,2025-01-02,영업,,천기초 약초백화점 대백프라자점,,건강기능식품일반판매업
70,건강기능식품일반판매업,2025-01-02,영업,,(주)영웅인터내셔널,,건강기능식품일반판매업
71,건강기능식품일반판매업,2024-12-27,영업,,제이에스무역,,건강기능식품일반판매업
72,건강기능식품일반판매업,2024-12-05,영업,,코코아울렛,,건강기능식품일반판매업
73,건강기능식품일반판매업,2024-11-21,영업,,미미상가,,건강기능식품일반판매업
74,건강기능식품일반판매업,2024-11-14,영업,,지니마켓,,건강기능식품일반판매업
75,건강기능식품일반판매업,2024-11-12,영업,,(주)더와이드,,건강기능식품일반판매업
76,건강기능식품일반판매업,2024-11-06,영업,,니오라 자연주의 건강쉼터,,건강기능식품일반판매업
77,건강기능식품일반판매업,2024-09-20,영업,,다나(DANA),,건강기능식품일반판매업
78,건강기능식품일반판매업,2024-09-19,영업,,나이스캡틴,,건강기능식품일반판매업
79,건강기능식품일반판매업,2024-09-12,폐업,2024-09-19,다나(DANA),,건강기능식품일반판매업
80,건강기능식품일반판매업,2024-08-30,폐업,2024-09-26,핏타민,,건강기능식품일반판매업
81,건강기능식품일반판매업,2024-08-26,폐업,2025-04-16,에이치,,건강기능식품일반판매업
82,건강기능식품일반판매업,2024-08-08,영업,,닥터모두모,,건강기능식품일반판매업
83,건강기능식품일반판매업,2024-07-30,영업,,닥터지니 성형외과 의원,,건강기능식품일반판매업
84,건강기능식품일반판매업,2024-07-12,영업,,버디,,건강기능식품일반판매업
85,건강기능식품일반판매업,2024-07-11,영업,,이에프피(EFP),,건강기능식품일반판매업
86,건강기능식품일반판매업,2024-06-27,영업,,맥시헬스케어,,건강기능식품일반판매업
87,건강기능식품일반판매업,2024-06-25,영업,,농협홍삼 한삼인 더현대대구점,,건강기능식품일반판매업
88,건강기능식품일반판매업,2024-06-20,영업,,나인콜,,건강기능식품일반판매업
89,건강기능식품일반판매업,2024-06-04,영업,,오희컴퍼니,,건강기능식품일반판매업
90,건강기능식품일반판매업,2024-05-31,영업,,리치퍼플,,건강기능식품일반판매업
91,건강기능식품일반판매업,2024-05-30,영업,,유유(uu),,건강기능식품일반판매업
92,건강기능식품일반판매업,2024-05-27,영업,,케이엠에스(KMS)커머스,,건강기능식품일반판매업
93,건강기능식품일반판매업,2024-05-20,영업,,헬스바틀,,건강기능식품일반판매업
94,건강기능식품일반판매업,2024-05-09,영업,,더맑은이비인후과의원,,건강기능식품일반판매업
95,건강기능식품일반판매업,2024-04-22,영업,,뉴질랜드 1642 대구센터점,,건강기능식품일반판매업
96,건강기능식품일반판매업,2024-04-19,영업,,현대그린푸드,,건강기능식품일반판매업
97,건강기능식품일반판매업,2024-04-18,영업,,퓨어 엘릭서,,건강기능식품일반판매업
98,건강기능식품일반판매업,2024-03-28,영업,,오브에이전트,,건강기능식품일반판매업
99,건강기능식품일반판매업,2024-03-27,영업,,채주마켓,,건강기능식품일반판매업
100,건강기능식품일반판매업,2024-03-26,영업,,샘스컴퍼니,,건강기능식품일반판매업
101,건강기능식품일반판매업,2024-03-19,폐업,2024-05-29,주식회사 페슬,,건강기능식품일반판매업
102,건강기능식품일반판매업,2024-03-19,영업,,이디엘스토어,,건강기능식품일반판매업
103,건강기능식품일반판매업,2024-03-15,폐업,2024-08-09,도영,,건강기능식품일반판매업
104,건강기능식품일반판매업,2024-03-12,영업,,에프엠(FM)건강기능식품,,건강기능식품일반판매업
105,건강기능식품일반판매업,2024-03-11,폐업,2024-05-22,에스에스지(ssg) 건강식품,,건강기능식품일반판매업
106,건강기능식품일반판매업,2024-03-07,영업,,주식회사 제이디코스메틱,,건강기능식품일반판매업
107,건강기능식품일반판매업,2024-03-05,폐업,2024-07-12,주식회사 로가,,건강기능식품일반판매업
108,건강기능식품일반판매업,2024-03-05,영업,,시네마스튜디오,,건강기능식품일반판매업
109,건강기능식품일반판매업,2024-03-04,영업,,마스터 헬스케어,,건강기능식품일반판매업
110,건강기능식품일반판매업,2024-02-29,영업,,(주)부루,,건강기능식품일반판매업
111,건강기능식품일반판매업,2024-02-26,영업,,디쟌스,,건강기능식품일반판매업
112,건강기능식품일반판매업,2024-02-23,영업,,진심비타민,,건강기능식품일반판매업
113,건강기능식품일반판매업,2024-02-23,영업,,김정문 알로에,,건강기능식품일반판매업
114,건강기능식품일반판매업,2024-02-22,영업,,웰킨 대구동성,,건강기능식품일반판매업
115,건강기능식품일반판매업,2024-02-22,영업,,코스트코명장,,건강기능식품일반판매업
116,건강기능식품일반판매업,2024-02-15,영업,,노티드 대구 더현대,,건강기능식품일반판매업
117,건강기능식품일반판매업,2024-02-08,영업,,동구리마켓,,건강기능식품일반판매업
118,건강기능식품일반판매업,2024-02-06,영업,,엘에스피(LSP)기능화,,건강기능식품일반판매업
119,건강기능식품일반판매업,2024-02-05,영업,,팀도미노,,건강기능식품일반판매업
120,건강기능식품일반판매업,2024-01-27,영업,,윈스타마켓,,건강기능식품일반판매업
121,건강기능식품일반판매업,2024-01-19,폐업,2024-12-03,퓨처몰(Future mall),,건강기능식품일반판매업
122,건강기능식품일반판매업,2024-01-19,폐업,2025-02-18,순수코스메틱,,건강기능식품일반판매업
123,건강기능식품일반판매업,2024-01-15,영업,,프리덤시티라이프,,건강기능식품일반판매업
124,건강기능식품일반판매업,2024-01-15,영업,,감초당약업사(감초아재몰),,건강기능식품일반판매업
125,건강기능식품일반판매업,2024-01-12,영업,,퓨아코리아,,건강기능식품일반판매업
126,건강기능식품일반판매업,2024-01-08,영업,,사보,,건강기능식품일반판매업
127,건강기능식품일반판매업,2024-01-05,영업,,디씨컴퍼니,,건강기능식품일반판매업
128,건강기능식품일반판매업,2024-01-04,폐업,2024-06-20,건강해,,건강기능식품일반판매업
129,건강기능식품일반판매업,2024-01-02,영업,,웰니스랜드,,건강기능식품일반판매업
130,건강기능식품일반판매업,2023-12-06,영업,,루비셀 뷰티랩,,건강기능식품일반판매업
131,건강기능식품일반판매업,2023-12-04,영업,,오휘&후,,건강기능식품일반판매업
132,건강기능식품일반판매업,2023-12-04,영업,,오휘&후,,건강기능식품일반판매업
133,건강기능식품일반판매업,2023-12-01,폐업,2025-01-02,주식회사 리체바이오,,건강기능식품일반판매업
134,건강기능식품일반판매업,2023-11-30,폐업,2024-12-16,렛미인,,건강기능식품일반판매업
135,건강기능식품일반판매업,2023-11-29,폐업,2025-01-02,우성종합몰,,건강기능식품일반판매업
136,건강기능식품일반판매업,2023-11-13,영업,,(주)동우농산,,건강기능식품일반판매업
137,건강기능식품일반판매업,2023-10-30,폐업,2024-12-26,위베이스,,건강기능식품일반판매업
138,건강기능식품일반판매업,2023-10-27,폐업,2024-03-21,직구형제,,건강기능식품일반판매업
139,건강기능식품일반판매업,2023-10-26,폐업,2024-04-17,한나몰(KE),,건강기능식품일반판매업
140,건강기능식품일반판매업,2023-10-24,폐업,2024-12-23,라방라방,,건강기능식품일반판매업
141,건강기능식품일반판매업,2023-10-24,영업,,씨제이올리브영(주) 대구동성로광장점,,건강기능식품일반판매업
142,건강기능식품일반판매업,2023-10-23,폐업,2025-01-31,이안유통,,건강기능식품일반판매업
143,건강기능식품일반판매업,2023-10-18,폐업,2025-03-06,셀포랩바비,,건강기능식품일반판매업
144,건강기능식품일반판매업,2023-10-16,영업,,새정문의료기,,건강기능식품일반판매업
145,건강기능식품일반판매업,2023-10-16,영업,,정화실업,,건강기능식품일반판매업
146,건강기능식품일반판매업,2023-10-11,폐업,2024-12-26,다인메이커스,,건강기능식품일반판매업
147,건강기능식품일반판매업,2023-10-10,영업,,시티여성의원,,건강기능식품일반판매업
148,건강기능식품일반판매업,2023-10-06,영업,,에스에스(ss),,건강기능식품일반판매업
149,건강기능식품일반판매업,2023-09-26,영업,,위셀,,건강기능식품일반판매업
150,건강기능식품일반판매업,2023-09-21,폐업,2024-10-17,강영우한의원,,건강기능식품일반판매업
151,건강기능식품일반판매업,2023-09-15,폐업,2024-12-20,모어 해피,,건강기능식품일반판매업
152,건강기능식품일반판매업,2023-09-12,영업,,주식회사 에스디랩연구소,,건강기능식품일반판매업
153,건강기능식품일반판매업,2023-09-08,영업,,오로라인셀덤,,건강기능식품일반판매업
154,건강기능식품일반판매업,2023-09-07,폐업,2024-02-01,(주)라든,,건강기능식품일반판매업
155,건강기능식품일반판매업,2023-09-04,폐업,2024-12-18,지우네,,건강기능식품일반판매업
156,건강기능식품일반판매업,2023-08-31,영업,,라니스마켓,,건강기능식품일반판매업
157,건강기능식품일반판매업,2023-08-22,영업,,뽀빠이연합의원,,건강기능식품일반판매업
158,건강기능식품일반판매업,2023-08-18,폐업,2023-09-06,엘컴퍼니,,건강기능식품일반판매업
159,건강기능식품일반판매업,2023-08-16,폐업,2024-12-16,하늬샵,,건강기능식품일반판매업
160,건강기능식품일반판매업,2023-08-08,영업,,약손명가 에스테틱 대구동성로점,,건강기능식품일반판매업
161,건강기능식품일반판매업,2023-08-01,영업,,전원생활연구소,,건강기능식품일반판매업
162,건강기능식품일반판매업,2023-07-31,폐업,2025-04-01,달리봄쇼핑,,건강기능식품일반판매업
163,건강기능식품일반판매업,2023-07-28,폐업,2023-11-15,예스예스,,건강기능식품일반판매업
164,건강기능식품일반판매업,2023-07-19,영업,,경북대학교병원 새마을금고,,건강기능식품일반판매업
165,건강기능식품일반판매업,2023-07-13,영업,,눈사랑 약국,,건강기능식품일반판매업
166,건강기능식품일반판매업,2023-07-12,폐업,2024-01-31,영스오아시스,,건강기능식품일반판매업
167,건강기능식품일반판매업,2023-07-10,영업,,베이비왁서(BW),,건강기능식품일반판매업
168,건강기능식품일반판매업,2023-07-10,영업,,약령몰,,건강기능식품일반판매업
169,건강기능식품일반판매업,2023-07-06,영업,,대구중앙센터,,건강기능식품일반판매업
170,건강기능식품일반판매업,2023-07-03,폐업,2024-11-14,온스토어,,건강기능식품일반판매업
171,건강기능식품일반판매업,2023-07-03,영업,,차야,,건강기능식품일반판매업
172,건강기능식품일반판매업,2023-06-28,영업,,영남건강,,건강기능식품일반판매업
173,건강기능식품일반판매업,2023-06-27,영업,,제이디에이치메디슨(JDH medicine),,건강기능식품일반판매업
174,건강기능식품일반판매업,2023-06-20,폐업,2024-08-09,그린파인애플(greenpineapple),,건강기능식품일반판매업
175,건강기능식품일반판매업,2023-06-20,영업,,본스필한의원,,건강기능식품일반판매업
176,건강기능식품일반판매업,2023-06-07,폐업,2024-12-31,득되는상회,,건강기능식품일반판매업
177,건강기능식품일반판매업,2023-06-07,영업,,포애비뉴,,건강기능식품일반판매업
178,건강기능식품일반판매업,2023-06-01,폐업,2023-12-21,힐링캡슐,,건강기능식품일반판매업
179,건강기능식품일반판매업,2023-05-31,폐업,2025-06-02,도도한 황사장,,건강기능식품일반판매업
180,건강기능식품일반판매업,2023-05-25,영업,,대봉동카페운트,,건강기능식품일반판매업
181,건강기능식품일반판매업,2023-05-18,폐업,2024-03-14,셀러의공원,,건강기능식품일반판매업
182,건강기능식품일반판매업,2023-05-17,폐업,2024-10-30,휘즈플랜,,건강기능식품일반판매업
183,건강기능식품일반판매업,2023-05-12,폐업,2023-07-13,비기베어스,,건강기능식품일반판매업
184,건강기능식품일반판매업,2023-05-12,영업,,편안한 마을,,건강기능식품일반판매업
185,건강기능식품일반판매업,2023-05-11,폐업,2024-05-30,더잡다,,건강기능식품일반판매업
186,건강기능식품일반판매업,2023-05-08,폐업,2025-06-17,인셀덤 미라클,,건강기능식품일반판매업
187,건강기능식품일반판매업,2023-04-14,영업,,오메가팜,,건강기능식품일반판매업
188,건강기능식품일반판매업,2023-04-13,영업,,경대에스디의원,,건강기능식품일반판매업
189,건강기능식품일반판매업,2023-04-11,폐업,2024-11-26,볼드체,,건강기능식품일반판매업
190,건강기능식품일반판매업,2023-04-07,폐업,2024-11-19,에이치에스유통,,건강기능식품일반판매업
191,건강기능식품일반판매업,2023-03-31,폐업,2024-12-11,단미,,건강기능식품일반판매업
192,건강기능식품일반판매업,2023-03-29,폐업,2024-12-17,(주)김혜진,,건강기능식품일반판매업
193,건강기능식품일반판매업,2023-03-27,폐업,2024-01-25,미랑블랑,,건강기능식품일반판매업
194,건강기능식품일반판매업,2023-03-24,폐업,2024-01-19,리헤이컴퍼니,,건강기능식품일반판매업
195,건강기능식품일반판매업,2023-03-21,폐업,2025-04-01,한일프랜,,건강기능식품일반판매업
196,건강기능식품일반판매업,2023-03-21,영업,,대학팜의료기몰,,건강기능식품일반판매업
197,건강기능식품일반판매업,2023-03-20,폐업,2024-11-15,나라스토어(Nala store),,건강기능식품일반판매업
198,건강기능식품일반판매업,2023-03-16,영업,,애터미 대구서문중심센터,,건강기능식품일반판매업
199,건강기능식품일반판매업,2023-03-13,영업,,더바디2.0의원,,건강기능식품일반판매업
200,건강기능식품일반판매업,2023-03-10,폐업,2023-03-17,삼보메디텍,,건강기능식품일반판매업
201,건강기능식품일반판매업,2023-03-10,폐업,2024-07-02,뉴트리코어 참다한홍삼 청라언덕역점,,건강기능식품일반판매업
202,건강기능식품일반판매업,2023-03-07,폐업,2024-01-25,대구타워롱제비티,,건강기능식품일반판매업
203,건강기능식품일반판매업,2023-03-06,폐업,2024-03-18,동하에스인터내셔널,,건강기능식품일반판매업
204,건강기능식품일반판매업,2023-02-28,폐업,2023-10-10,필릭스,,건강기능식품일반판매업
205,건강기능식품일반판매업,2023-02-24,영업,,크림페퍼,,건강기능식품일반판매업
206,건강기능식품일반판매업,2023-02-23,영업,,쇼핑범벅,,건강기능식품일반판매업
207,건강기능식품일반판매업,2023-02-22,폐업,2024-09-20,마켓쥬,,건강기능식품일반판매업
208,건강기능식품일반판매업,2023-02-21,영업,,웰빙시대건강백화점,,건강기능식품일반판매업
209,건강기능식품일반판매업,2023-02-20,폐업,2025-03-05,타파웨어,,건강기능식품일반판매업
210,건강기능식품일반판매업,2023-02-17,폐업,2024-12-16,벤틀리,,건강기능식품일반판매업
211,건강기능식품일반판매업,2023-02-16,폐업,2023-12-11,제이커머스,,건강기능식품일반판매업
212,건강기능식품일반판매업,2023-02-16,영업,,유알코스메틱,,건강기능식품일반판매업
213,건강기능식품일반판매업,2023-02-15,폐업,2024-03-14,에이든,,건강기능식품일반판매업
214,건강기능식품일반판매업,2023-02-07,폐업,2024-12-23,바이유얼유에스에이(바이유얼USA),,건강기능식품일반판매업
215,건강기능식품일반판매업,2023-02-03,영업,,올메디,,건강기능식품일반판매업
216,건강기능식품일반판매업,2023-02-03,영업,,가치팜,,건강기능식품일반판매업
217,건강기능식품일반판매업,2023-02-02,폐업,2023-02-24,에바튜나헬시,,건강기능식품일반판매업
218,건강기능식품일반판매업,2023-01-31,영업,,시우리치몰,,건강기능식품일반판매업
219,건강기능식품일반판매업,2023-01-30,영업,,여물다몰,,건강기능식품일반판매업
220,건강기능식품일반판매업,2023-01-27,폐업,2024-12-02,디시즈몰,,건강기능식품일반판매업
221,건강기능식품일반판매업,2023-01-27,폐업,2024-08-06,길약품,,건강기능식품일반판매업
222,건강기능식품일반판매업,2023-01-27,영업,,지에스(GS)25 대구봉리단길점,,건강기능식품일반판매업
223,건강기능식품일반판매업,2023-01-26,폐업,2024-10-30,쪼꼬롤,,건강기능식품일반판매업
224,건강기능식품일반판매업,2023-01-25,영업,,라이크디즈 주식회사,,건강기능식품일반판매업
225,건강기능식품일반판매업,2023-01-19,폐업,2024-12-26,어울림나래,,건강기능식품일반판매업
226,건강기능식품일반판매업,2023-01-16,폐업,2024-12-13,건강메디팜,,건강기능식품일반판매업
227,건강기능식품일반판매업,2023-01-13,폐업,2023-12-08,킹스랜드,,건강기능식품일반판매업
228,건강기능식품일반판매업,2023-01-11,폐업,2024-04-23,오프더월,,건강기능식품일반판매업
229,건강기능식품일반판매업,2023-01-10,영업,,마켓콩브레,,건강기능식품일반판매업
230,건강기능식품일반판매업,2023-01-06,폐업,2024-12-31,독특한사람,,건강기능식품일반판매업
231,건강기능식품일반판매업,2023-01-02,폐업,2024-12-11,바라온,,건강기능식품일반판매업
232,건강기능식품일반판매업,2023-01-02,영업,,디아에그,,건강기능식품일반판매업
233,건강기능식품일반판매업,2022-12-26,영업,,서브마케팅,,건강기능식품일반판매업
234,건강기능식품일반판매업,2022-12-20,폐업,2023-11-15,천기초 약초백화점,,건강기능식품일반판매업
235,건강기능식품일반판매업,2022-12-16,폐업,2023-12-26,그린파랑,,건강기능식품일반판매업
236,건강기능식품일반판매업,2022-12-14,폐업,2023-02-15,더굿유통,,건강기능식품일반판매업
237,건강기능식품일반판매업,2022-12-12,폐업,2023-12-22,천모종합유통,,건강기능식품일반판매업
238,건강기능식품일반판매업,2022-12-07,폐업,2023-12-22,뉴진스,,건강기능식품일반판매업
239,건강기능식품일반판매업,2022-12-05,폐업,2022-12-19,인셀덤프라자점,,건강기능식품일반판매업
240,건강기능식품일반판매업,2022-12-01,폐업,2023-11-10,포레스트,,건강기능식품일반판매업
241,건강기능식품일반판매업,2022-11-21,폐업,2023-11-02,한단,,건강기능식품일반판매업
242,건강기능식품일반판매업,2022-11-16,폐업,2025-01-31,유한회사 엠콘,,건강기능식품일반판매업
243,건강기능식품일반판매업,2022-11-16,영업,,(주)다온코퍼레이션,,건강기능식품일반판매업
244,건강기능식품일반판매업,2022-11-15,폐업,2023-05-11,퀸즈,,건강기능식품일반판매업
245,건강기능식품일반판매업,2022-11-14,폐업,2023-12-15,에스에이치트레이딩,,건강기능식품일반판매업
246,건강기능식품일반판매업,2022-11-10,폐업,2023-12-26,디어리어,,건강기능식품일반판매업
247,건강기능식품일반판매업,2022-11-07,폐업,2025-04-18,세아상사,,건강기능식품일반판매업
248,건강기능식품일반판매업,2022-11-03,폐업,2023-12-07,별꿈달,,건강기능식품일반판매업
249,건강기능식품일반판매업,2022-11-01,폐업,2023-11-10,소명상회,,건강기능식품일반판매업
250,건강기능식품일반판매업,2022-10-25,폐업,2024-12-24,캐논(kanon)몰,,건강기능식품일반판매업
251,건강기능식품일반판매업,2022-10-24,폐업,2024-08-13,금도깨비,,건강기능식품일반판매업
252,건강기능식품일반판매업,2022-10-24,폐업,2023-01-02,디도샵,,건강기능식품일반판매업
253,건강기능식품일반판매업,2022-10-20,영업,,더미르,,건강기능식품일반판매업
254,건강기능식품일반판매업,2022-10-19,폐업,2023-12-07,홍삼아놀자,,건강기능식품일반판매업
255,건강기능식품일반판매업,2022-10-18,폐업,2024-11-21,유로앤코,,건강기능식품일반판매업
256,건강기능식품일반판매업,2022-10-18,영업,,새영창미용실,,건강기능식품일반판매업
257,건강기능식품일반판매업,2022-10-18,영업,,한명희헤어샵,,건강기능식품일반판매업
258,건강기능식품일반판매업,2022-10-12,폐업,2024-12-31,인셀덤프라자점,,건강기능식품일반판매업
259,건강기능식품일반판매업,2022-10-11,폐업,2024-12-31,마고,,건강기능식품일반판매업
260,건강기능식품일반판매업,2022-10-04,폐업,2024-01-02,반월당건강기능식품몰,,건강기능식품일반판매업
261,건강기능식품일반판매업,2022-09-28,폐업,2023-12-22,오즐쇼,,건강기능식품일반판매업
262,건강기능식품일반판매업,2022-09-26,폐업,2023-11-30,명성,,건강기능식품일반판매업
263,건강기능식품일반판매업,2022-09-26,영업,,주식회사 유노인터내셔널,,건강기능식품일반판매업
264,건강기능식품일반판매업,2022-09-26,영업,,손다음클리닉,,건강기능식품일반판매업
265,건강기능식품일반판매업,2022-09-05,폐업,2023-12-08,드아셀,,건강기능식품일반판매업
266,건강기능식품일반판매업,2022-09-02,영업,,데일리몰,,건강기능식품일반판매업
267,건강기능식품일반판매업,2022-08-31,폐업,2024-12-11,토리상사,,건강기능식품일반판매업
268,건강기능식품일반판매업,2022-08-26,영업,,경희수약국,,건강기능식품일반판매업
269,건강기능식품일반판매업,2022-08-22,폐업,2023-11-21,유유상사,,건강기능식품일반판매업
270,건강기능식품일반판매업,2022-08-19,영업,,프라임안과의원,,건강기능식품일반판매업
271,건강기능식품일반판매업,2022-08-16,영업,,현대바이오랜드,,건강기능식품일반판매업
272,건강기능식품일반판매업,2022-08-09,폐업,2024-08-27,건강캡슐,,건강기능식품일반판매업
273,건강기능식품일반판매업,2022-08-04,폐업,2024-12-16,가격팩트몰,,건강기능식품일반판매업
274,건강기능식품일반판매업,2022-07-28,폐업,2024-12-16,알앤에스,,건강기능식품일반판매업
275,건강기능식품일반판매업,2022-07-27,폐업,2025-05-27,오토메이커스 주식회사,,건강기능식품일반판매업
276,건강기능식품일반판매업,2022-07-26,폐업,2024-06-10,포포베이비,,건강기능식품일반판매업
277,건강기능식품일반판매업,2022-07-25,폐업,2024-01-30,주식회사 디아스,,건강기능식품일반판매업
278,건강기능식품일반판매업,2022-07-18,영업,,무진,,건강기능식품일반판매업
279,건강기능식품일반판매업,2022-06-30,폐업,2023-05-09,만두네만물상점,,건강기능식품일반판매업
280,건강기능식품일반판매업,2022-06-30,폐업,2023-12-01,코리아플랫폼,,건강기능식품일반판매업
281,건강기능식품일반판매업,2022-06-30,영업,,메이린의원,,건강기능식품일반판매업
282,건강기능식품일반판매업,2022-06-30,영업,,신신스토어,,건강기능식품일반판매업
283,건강기능식품일반판매업,2022-06-27,영업,,덕영치과병원,,건강기능식품일반판매업
284,건강기능식품일반판매업,2022-06-24,폐업,2024-12-16,제이유,,건강기능식품일반판매업
285,건강기능식품일반판매업,2022-06-24,폐업,2023-11-21,공감교육,,건강기능식품일반판매업
286,건강기능식품일반판매업,2022-06-21,폐업,2022-09-08,주식회사 타미글로벌,,건강기능식품일반판매업
287,건강기능식품일반판매업,2022-06-20,폐업,2024-01-02,라연 HONEST & SINCERE,,건강기능식품일반판매업
288,건강기능식품일반판매업,2022-06-16,폐업,2023-12-21,자유팜,,건강기능식품일반판매업
289,건강기능식품일반판매업,2022-06-16,폐업,2024-12-19,감성앤몰,,건강기능식품일반판매업
290,건강기능식품일반판매업,2022-06-09,폐업,2023-11-14,으뜸50안경 동성로점,,건강기능식품일반판매업
291,건강기능식품일반판매업,2022-06-07,영업,,된다진희,,건강기능식품일반판매업
292,건강기능식품일반판매업,2022-06-03,폐업,2024-12-17,연세웰빙,,건강기능식품일반판매업
293,건강기능식품일반판매업,2022-06-03,영업,,신정의료기,,건강기능식품일반판매업
294,건강기능식품일반판매업,2022-05-30,영업,,자연건강,,건강기능식품일반판매업
295,건강기능식품일반판매업,2022-05-26,폐업,2024-12-30,소호인셀덤,,건강기능식품일반판매업
296,건강기능식품일반판매업,2022-05-25,폐업,2023-11-23,인셀덤루시다,,건강기능식품일반판매업
297,건강기능식품일반판매업,2022-05-23,영업,,세븐일레븐 대구종로2가점,,건강기능식품일반판매업
298,건강기능식품일반판매업,2022-05-17,폐업,2024-12-13,리만코리아 대구,,건강기능식품일반판매업
299,건강기능식품일반판매업,2022-05-17,영업,,인셀덤,,건강기능식품일반판매업
300,건강기능식품일반판매업,2022-05-16,폐업,2023-11-01,웃는고객,,건강기능식품일반판매업
301,건강기능식품일반판매업,2022-05-16,폐업,2023-11-01,웃는손님,,건강기능식품일반판매업
302,건강기능식품일반판매업,2022-05-16,폐업,2023-12-27,웃는사람,,건강기능식품일반판매업
303,건강기능식품일반판매업,2022-05-16,폐업,2023-11-01,웃는하루,,건강기능식품일반판매업
304,건강기능식품일반판매업,2022-05-16,폐업,2023-11-01,웃는일상,,건강기능식품일반판매업
305,건강기능식품일반판매업,2022-05-11,폐업,2022-12-22,인셀덤KOREA,,건강기능식품일반판매업
306,건강기능식품일반판매업,2022-05-10,폐업,2024-02-07,올니즈컴퍼니마켓,,건강기능식품일반판매업
307,건강기능식품일반판매업,2022-05-09,폐업,2023-11-23,아이심케어,,건강기능식품일반판매업
308,건강기능식품일반판매업,2022-04-29,폐업,2024-09-27,한국레이져메디칼,,건강기능식품일반판매업
309,건강기능식품일반판매업,2022-04-29,영업,,영풍상회,,건강기능식품일반판매업
310,건강기능식품일반판매업,2022-04-27,폐업,2024-01-04,네이처컬렉션 대구동성로점,,건강기능식품일반판매업
